frame,label,lm_0_x,lm_0_y,lm_0_z,lm_0_v,lm_1_x,lm_1_y,lm_1_z,lm_1_v,lm_2_x,lm_2_y,lm_2_z,lm_2_v,lm_3_x,lm_3_y,lm_3_z,lm_3_v,lm_4_x,lm_4_y,lm_4_z,lm_4_v,lm_5_x,lm_5_y,lm_5_z,lm_5_v,lm_6_x,lm_6_y,lm_6_z,lm_6_v,lm_7_x,lm_7_y,lm_7_z,lm_7_v,lm_8_x,lm_8_y,lm_8_z,lm_8_v,lm_9_x,lm_9_y,lm_9_z,lm_9_v,lm_10_x,lm_10_y,lm_10_z,lm_10_v,lm_11_x,lm_11_y,lm_11_z,lm_11_v,lm_12_x,lm_12_y,lm_12_z,lm_12_v,lm_13_x,lm_13_y,lm_13_z,lm_13_v,lm_14_x,lm_14_y,lm_14_z,lm_14_v,lm_15_x,lm_15_y,lm_15_z,lm_15_v,lm_16_x,lm_16_y,lm_16_z,lm_16_v,lm_17_x,lm_17_y,lm_17_z,lm_17_v,lm_18_x,lm_18_y,lm_18_z,lm_18_v,lm_19_x,lm_19_y,lm_19_z,lm_19_v,lm_20_x,lm_20_y,lm_20_z,lm_20_v,lm_21_x,lm_21_y,lm_21_z,lm_21_v,lm_22_x,lm_22_y,lm_22_z,lm_22_v,lm_23_x,lm_23_y,lm_23_z,lm_23_v,lm_24_x,lm_24_y,lm_24_z,lm_24_v,lm_25_x,lm_25_y,lm_25_z,lm_25_v,lm_26_x,lm_26_y,lm_26_z,lm_26_v,lm_27_x,lm_27_y,lm_27_z,lm_27_v,lm_28_x,lm_28_y,lm_28_z,lm_28_v,lm_29_x,lm_29_y,lm_29_z,lm_29_v,lm_30_x,lm_30_y,lm_30_z,lm_30_v,lm_31_x,lm_31_y,lm_31_z,lm_31_v,lm_32_x,lm_32_y,lm_32_z,lm_32_v
56,good_rep,0.6425185799598694,0.5800361633300781,-0.2458428293466568,0.9995246529579163,0.6621602177619934,0.601750910282135,-0.24118855595588684,0.9996145963668823,0.663506805896759,0.6180018186569214,-0.24122704565525055,0.9996338486671448,0.6653018593788147,0.6329700350761414,-0.2414768636226654,0.9995856881141663,0.6618130803108215,0.5633553266525269,-0.23164209723472595,0.9995612502098083,0.6619374752044678,0.5524719953536987,-0.23149235546588898,0.9994210004806519,0.6606618165969849,0.5405250787734985,-0.23175382614135742,0.9993982911109924,0.6599167585372925,0.6764505505561829,-0.131545290350914,0.9996702671051025,0.6473124623298645,0.5348207950592041,-0.09139976650476456,0.9995825290679932,0.6240150928497314,0.6280233263969421,-0.19885945320129395,0.9996569752693176,0.6251603364944458,0.5789940357208252,-0.18731914460659027,0.9995754957199097,0.5769596099853516,0.8268424868583679,-0.08527675271034241,0.9985458254814148,0.5303691625595093,0.45588546991348267,-0.007482520770281553,0.9990253448486328,0.45696741342544556,0.9135494828224182,-0.23415833711624146,0.9860295653343201,0.4622938334941864,0.15637820959091187,-0.2535645663738251,0.9629604816436768,0.5891488194465637,0.6672660112380981,-0.33080607652664185,0.9922903180122375,0.6112644672393799,0.17867155373096466,-0.4922747313976288,0.9872490167617798,0.6284622550010681,0.6202923655509949,-0.3623630702495575,0.9836742877960205,0.6551634669303894,0.1700354516506195,-0.528184175491333,0.975899338722229,0.647181510925293,0.6167067289352417,-0.30855587124824524,0.9816969037055969,0.6573411226272583,0.2120838314294815,-0.46390920877456665,0.9745908975601196,0.6301531195640564,0.6245591640472412,-0.30986863374710083,0.9779911041259766,0.6389672756195068,0.23333273828029633,-0.47414448857307434,0.9741274118423462,0.2043112814426422,0.8569594025611877,-0.008432659320533276,0.989298939704895,0.19268861413002014,0.6492112278938293,0.00917895045131445,0.9895945191383362,-0.02252764068543911,0.8263312578201294,-0.028599463403224945,0.7382845282554626,-0.011177320033311844,0.6002448797225952,0.08934304118156433,0.5611296892166138,-0.20040974020957947,0.8120874166488647,0.16565543413162231,0.16544346511363983,-0.2029820829629898,0.6584800481796265,0.2784552574157715,0.08282152563333511,-0.21705396473407745,0.8169328570365906,0.17949055135250092,0.16927902400493622,-0.2239149957895279,0.6825041770935059,0.295081228017807,0.0994013100862503,-0.2901521623134613,0.7933905720710754,0.06275055557489395,0.08380187302827835,-0.28812167048454285,0.6340128183364868,0.17054210603237152,0.03821072727441788
58,good_rep,0.6425282955169678,0.5811091661453247,-0.24866662919521332,0.9996100664138794,0.6624776721000671,0.6026099920272827,-0.23693542182445526,0.9996802806854248,0.6633672714233398,0.6189067959785461,-0.23695659637451172,0.9996951818466187,0.6646233201026917,0.6343573927879333,-0.23713523149490356,0.9996553659439087,0.6613235473632812,0.5633429884910583,-0.22829239070415497,0.9996386170387268,0.6614641547203064,0.551059365272522,-0.22815915942192078,0.9995237588882446,0.6611462235450745,0.5378678441047668,-0.22841109335422516,0.9995070099830627,0.659453272819519,0.665099024772644,-0.11338220536708832,0.9997231960296631,0.6485726833343506,0.5259094834327698,-0.07886116206645966,0.9996593594551086,0.6248074173927307,0.6288372874259949,-0.20033223927021027,0.9997164607048035,0.6233027577400208,0.5781394839286804,-0.1892712414264679,0.9996533989906311,0.5706758499145508,0.8225976228713989,-0.07485626637935638,0.998690128326416,0.532031238079071,0.4520456790924072,0.00010374371777288616,0.9991478323936462,0.460763156414032,0.9091274738311768,-0.21961039304733276,0.988150417804718,0.47538644075393677,0.16285951435565948,-0.23902589082717896,0.9699169993400574,0.5913368463516235,0.663611888885498,-0.30408647656440735,0.9930127263069153,0.6246293783187866,0.19425049424171448,-0.4847336709499359,0.9891705513000488,0.6327014565467834,0.6171714663505554,-0.33900386095046997,0.9848280549049377,0.6654594540596008,0.18100368976593018,-0.528178870677948,0.9782726168632507,0.6468772888183594,0.6062432527542114,-0.2892800271511078,0.9828498363494873,0.6648807525634766,0.23008279502391815,-0.47204408049583435,0.9767301082611084,0.6306626200675964,0.6137136816978455,-0.2852044701576233,0.9793941378593445,0.6495512127876282,0.2531002461910248,-0.47206148505210876,0.9764219522476196,0.20422197878360748,0.8563053011894226,-0.012020480819046497,0.9905627369880676,0.19438599050045013,0.6479684114456177,0.01271733921021223,0.9908351898193359,-0.026195373386144638,0.8255760073661804,-0.014281625859439373,0.7694701552391052,-0.033425137400627136,0.6108131408691406,0.08618544042110443,0.5994535684585571,-0.20269961655139923,0.7919408082962036,0.17003919184207916,0.1841035634279251,-0.20512691140174866,0.6508389711380005,0.29329001903533936,0.08378913253545761,-0.21929065883159637,0.791625440120697,0.17402075231075287,0.1810942143201828,-0.22706995904445648,0.6772237420082092,0.31156107783317566,0.10051072388887405,-0.29593250155448914,0.771940290927887,0.05952616408467293,0.09009382128715515,-0.28613463044166565,0.6272514462471008,0.19213205575942993,0.03783200681209564
59,good_rep,0.6460620164871216,0.5804986953735352,-0.252380907535553,0.999645471572876,0.6655994653701782,0.6024168133735657,-0.241262286901474,0.9997071027755737,0.6665439009666443,0.6186550259590149,-0.24128668010234833,0.9997197985649109,0.6675401926040649,0.6334778666496277,-0.2414824366569519,0.999683678150177,0.6636030673980713,0.5607477426528931,-0.23135390877723694,0.9996704459190369,0.6634418964385986,0.5472905039787292,-0.2312270849943161,0.999565839767456,0.6631232500076294,0.5335566997528076,-0.23146937787532806,0.9995520710945129,0.6610341668128967,0.6634804606437683,-0.11901434510946274,0.9997442364692688,0.6498247385025024,0.5242335200309753,-0.0780118927359581,0.9996914267539978,0.6288261413574219,0.6288083791732788,-0.2043188363313675,0.9997414946556091,0.626268208026886,0.5775598883628845,-0.1915350705385208,0.9996863603591919,0.5702963471412659,0.824079692363739,-0.08212145417928696,0.9987521767616272,0.535577654838562,0.4528154134750366,0.0019265100127086043,0.9992008805274963,0.46172139048576355,0.9102529287338257,-0.2383093535900116,0.9889855980873108,0.47961893677711487,0.16528454422950745,-0.2487383633852005,0.9728683233261108,0.5904400944709778,0.6632444858551025,-0.34425783157348633,0.9932903051376343,0.6252793669700623,0.19302096962928772,-0.5043408870697021,0.9898914694786072,0.6317041516304016,0.6094191670417786,-0.38268163800239563,0.985231339931488,0.6643203496932983,0.17930762469768524,-0.5521757006645203,0.9789213538169861,0.6461667418479919,0.6016288995742798,-0.33615967631340027,0.983258843421936,0.6653129458427429,0.22722619771957397,-0.4957347512245178,0.9772152900695801,0.6302149295806885,0.6109804511070251,-0.3268679976463318,0.9798322319984436,0.6494741439819336,0.24741436541080475,-0.4921756088733673,0.9769283533096313,0.20723138749599457,0.8560761213302612,-0.007828028872609138,0.9911571145057678,0.1962347775697708,0.6478442549705505,0.008429279550909996,0.9914222955703735,-0.02677225135266781,0.8235715627670288,-0.021486328914761543,0.7822161912918091,-0.03465278819203377,0.6160675287246704,0.07440628856420517,0.619201123714447,-0.20447693765163422,0.7915117144584656,0.17517350614070892,0.19699899852275848,-0.2068205326795578,0.651401162147522,0.3036898970603943,0.08771589398384094,-0.22132644057273865,0.7900399565696716,0.17724590003490448,0.18812082707881927,-0.22836603224277496,0.6741902232170105,0.3237142264842987,0.10129182040691376,-0.2972704768180847,0.775834321975708,0.06310173124074936,0.0967245101928711,-0.28776273131370544,0.6389951705932617,0.19698691368103027,0.03942522034049034
60,good_rep,0.6519245505332947,0.5772804617881775,-0.2565537393093109,0.9996778964996338,0.6713850498199463,0.5996171236038208,-0.24606332182884216,0.9997315406799316,0.6721643805503845,0.6158156394958496,-0.24610203504562378,0.9997427463531494,0.6727063059806824,0.6302416324615479,-0.24630184471607208,0.9997094869613647,0.6686403155326843,0.5568753480911255,-0.23486481606960297,0.9996993541717529,0.667959451675415,0.5431578755378723,-0.23475126922130585,0.9996047019958496,0.6673067212104797,0.5296142101287842,-0.23500585556030273,0.999593198299408,0.6643015146255493,0.6610130071640015,-0.1203804686665535,0.9997645616531372,0.6528168320655823,0.5237498879432678,-0.07509589940309525,0.9997206926345825,0.634419322013855,0.6273177266120911,-0.20916706323623657,0.9997636675834656,0.6313138604164124,0.575896680355072,-0.19422441720962524,0.9997159242630005,0.570117712020874,0.8247148394584656,-0.08541648089885712,0.9987868666648865,0.5371281504631042,0.45407554507255554,0.0023819792550057173,0.9992495179176331,0.46048179268836975,0.909504771232605,-0.24597260355949402,0.9897512793540955,0.47794196009635925,0.1671430617570877,-0.25818732380867004,0.9755308628082275,0.5924514532089233,0.6620873808860779,-0.3425079882144928,0.9934744834899902,0.6261573433876038,0.193206325173378,-0.5253228545188904,0.9906060099601746,0.633497953414917,0.6088575720787048,-0.37879547476768494,0.9854461550712585,0.664962649345398,0.17941638827323914,-0.5751782655715942,0.979729413986206,0.6478054523468018,0.6018400192260742,-0.3307005763053894,0.9834549427032471,0.6647582650184631,0.22886183857917786,-0.5147960186004639,0.9779072999954224,0.6320744752883911,0.6112152934074402,-0.3243294060230255,0.9800675511360168,0.6493926644325256,0.24818618595600128,-0.5121641755104065,0.9776362180709839,0.20687724649906158,0.8549495339393616,-0.010984632186591625,0.9915705919265747,0.19628499448299408,0.6476179957389832,0.011579767800867558,0.9918664693832397,-0.028061214834451675,0.8223395347595215,-0.02292863465845585,0.7916246056556702,-0.03948695957660675,0.6185978055000305,0.06920501589775085,0.6323698163032532,-0.2087431401014328,0.7904506325721741,0.19081607460975647,0.20199140906333923,-0.2130124866962433,0.6515554785728455,0.2804189622402191,0.08916635811328888,-0.2266131341457367,0.788854718208313,0.1991116851568222,0.1921633630990982,-0.2357783019542694,0.6722217202186584,0.29833874106407166,0.1022040918469429,-0.3014662563800812,0.7743814587593079,0.07709544152021408,0.09853295236825943,-0.2927653193473816,0.6406853199005127,0.16479992866516113,0.040007445961236954
61,good_rep,0.653954267501831,0.5754380822181702,-0.2416742742061615,0.9997082948684692,0.6737737059593201,0.5982667803764343,-0.2299572378396988,0.9997552633285522,0.6746600866317749,0.6145392060279846,-0.22997961938381195,0.9997653961181641,0.6751527786254883,0.6288577318191528,-0.2301669418811798,0.9997349381446838,0.6707509160041809,0.5549387335777283,-0.21799738705158234,0.9997267127037048,0.6700186133384705,0.5411063432693481,-0.21790698170661926,0.9996410608291626,0.6694002151489258,0.527698814868927,-0.21816468238830566,0.9996312260627747,0.665974497795105,0.660603404045105,-0.11298808455467224,0.9997848868370056,0.6547350287437439,0.5236805081367493,-0.06059826537966728,0.9997475147247314,0.6358454823493958,0.6266467571258545,-0.19678622484207153,0.9997854232788086,0.6325295567512512,0.5748513340950012,-0.18128317594528198,0.9997433423995972,0.5702595114707947,0.8260295987129211,-0.07893108576536179,0.9988673329353333,0.539300262928009,0.45482873916625977,0.01739918254315853,0.99930340051651,0.45916426181793213,0.9082350730895996,-0.21920818090438843,0.9906324148178101,0.48009833693504333,0.16853739321231842,-0.23281942307949066,0.9779433608055115,0.5918070077896118,0.6612726449966431,-0.3072753846645355,0.9939027428627014,0.6290159821510315,0.19595149159431458,-0.4713040590286255,0.9913007020950317,0.6328867077827454,0.6085857152938843,-0.34295418858528137,0.9862992167472839,0.6666882038116455,0.18443581461906433,-0.5234249830245972,0.9806512594223022,0.6473515629768372,0.6019755601882935,-0.2998046875,0.9843982458114624,0.6666738390922546,0.23078058660030365,-0.45103660225868225,0.9787511229515076,0.6317468285560608,0.61139976978302,-0.29095280170440674,0.981188178062439,0.6506637334823608,0.24889515340328217,-0.45408689975738525,0.9785690903663635,0.2095680981874466,0.8550137877464294,-0.00873371958732605,0.9922086596488953,0.19816796481609344,0.6456555128097534,0.00934032816439867,0.9924629926681519,0.006692785304039717,0.8211302757263184,-0.0311910230666399,0.802257776260376,-0.03772725537419319,0.6182534694671631,0.07698403298854828,0.6485188007354736,-0.20894931256771088,0.7971690893173218,0.16315330564975739,0.2003549337387085,-0.21281197667121887,0.6565351486206055,0.3143935799598694,0.08792951703071594,-0.22760805487632751,0.7914161086082458,0.1741071343421936,0.18877801299095154,-0.2355959117412567,0.6772846579551697,0.33589982986450195,0.10066177695989609,-0.30317047238349915,0.7895017862319946,0.036690060049295425,0.09633546322584152,-0.292545884847641,0.6455283164978027,0.20330306887626648,0.03914440795779228
62,good_rep,0.6551743745803833,0.575271725654602,-0.22969576716423035,0.9997361898422241,0.6753241419792175,0.5981355905532837,-0.21468253433704376,0.9997774362564087,0.6763912439346313,0.6142789125442505,-0.2147168219089508,0.9997866749763489,0.6770094633102417,0.6283615231513977,-0.2149040848016739,0.9997589588165283,0.6719470620155334,0.5549958944320679,-0.2046988308429718,0.9997519850730896,0.6711543798446655,0.5412194132804871,-0.20459701120853424,0.9996746778488159,0.6705487370491028,0.5280004143714905,-0.20485518872737885,0.9996660947799683,0.6669780015945435,0.6605445742607117,-0.09339641034603119,0.9998041987419128,0.6560570597648621,0.5245968103408813,-0.049904245883226395,0.9997720122337341,0.6369927525520325,0.6264632940292358,-0.18432500958442688,0.9998053312301636,0.6334188580513,0.574799120426178,-0.1715458780527115,0.9997681379318237,0.5701396465301514,0.8273802399635315,-0.06801578402519226,0.9989482164382935,0.5408446788787842,0.455260306596756,0.019360322505235672,0.9993523359298706,0.45828932523727417,0.9094275236129761,-0.21411845088005066,0.991452693939209,0.482471764087677,0.17003297805786133,-0.22700175642967224,0.9801206588745117,0.5906110405921936,0.661151111125946,-0.3065751791000366,0.9943277835845947,0.6248982548713684,0.1991858333349228,-0.46227559447288513,0.9919384717941284,0.6319049000740051,0.6079205870628357,-0.34560832381248474,0.9871798753738403,0.6646310091018677,0.18753959238529205,-0.5164102911949158,0.9815243482589722,0.6453524231910706,0.6020228862762451,-0.3018091022968292,0.9853852391242981,0.6628844738006592,0.23542018234729767,-0.44271019101142883,0.9795710444450378,0.6293267011642456,0.6117676496505737,-0.29072779417037964,0.9823638200759888,0.6474296450614929,0.2538621127605438,-0.4445628225803375,0.9794736504554749,0.21476389467716217,0.8547168374061584,-0.007345152553170919,0.9928013682365417,0.20171143114566803,0.6426712870597839,0.007972241379320621,0.9930025339126587,0.014492382295429707,0.8208322525024414,-0.033141475170850754,0.809934139251709,-0.03756396844983101,0.620216429233551,0.07173464447259903,0.6615541577339172,-0.20799271762371063,0.8041779398918152,0.16344232857227325,0.1941671520471573,-0.20847658812999725,0.6598566174507141,0.31161627173423767,0.08498992025852203,-0.22669972479343414,0.7994890213012695,0.17688941955566406,0.18217302858829498,-0.23082390427589417,0.6790006160736084,0.3329192101955414,0.09770671278238297,-0.2997433543205261,0.7926895618438721,0.04449516907334328,0.09197095781564713,-0.28566402196884155,0.6527857780456543,0.20490916073322296,0.037554532289505005
94,good_rep,0.6515504717826843,0.597230851650238,-0.20868998765945435,0.9995844960212708,0.674028217792511,0.6169504523277283,-0.19215862452983856,0.9997090697288513,0.6770141124725342,0.6345236897468567,-0.19218255579471588,0.9997155070304871,0.6793512105941772,0.6505815386772156,-0.19240418076515198,0.9996796250343323,0.6686896085739136,0.5756832361221313,-0.18395498394966125,0.9996464848518372,0.667602002620697,0.5651437640190125,-0.18385200202465057,0.9995460510253906,0.6666927933692932,0.5539407134056091,-0.18412922322750092,0.9995460510253906,0.668089747428894,0.6939586400985718,-0.07125863432884216,0.9997596740722656,0.653914749622345,0.5507031083106995,-0.03795086592435837,0.9996541738510132,0.635939359664917,0.6413419246673584,-0.16505545377731323,0.9997148513793945,0.6303433179855347,0.592947781085968,-0.15470868349075317,0.999609112739563,0.573576033115387,0.8474710583686829,-0.04205220565199852,0.9983959794044495,0.5348284244537354,0.4768763780593872,0.017951902002096176,0.9989067316055298,0.4673352837562561,0.9605938792228699,-0.16704389452934265,0.9861971735954285,0.48195087909698486,0.1810981035232544,-0.18510662019252777,0.9557737708091736,0.5865641236305237,0.6861996650695801,-0.20631642639636993,0.992509663105011,0.6371619701385498,0.23902495205402374,-0.34276875853538513,0.9860497713088989,0.6275896430015564,0.6332265138626099,-0.23052991926670074,0.9846314191818237,0.6741576790809631,0.2526730000972748,-0.3757380545139313,0.9740598797798157,0.6429679989814758,0.629551351070404,-0.17276409268379211,0.9828577637672424,0.674279510974884,0.29264768958091736,-0.3066105246543884,0.9717298150062561,0.6292176842689514,0.6317236423492432,-0.18326391279697418,0.9786125421524048,0.6602299809455872,0.30680152773857117,-0.3238939344882965,0.970716118812561,0.20512248575687408,0.8879465460777283,-0.006492546759545803,0.9904888272285461,0.1925906538963318,0.6710480451583862,0.006999542936682701,0.9915293455123901,-0.023800548166036606,0.8518125414848328,-0.012518739327788353,0.7568826675415039,-0.027030885219573975,0.6250407099723816,0.08220384269952774,0.5983820557594299,-0.192185178399086,0.8313215970993042,0.1949491649866104,0.19786031544208527,-0.19307588040828705,0.6674439907073975,0.3161943256855011,0.10093395411968231,-0.20758122205734253,0.839809238910675,0.22122110426425934,0.18093281984329224,-0.21173717081546783,0.6892122626304626,0.3377590477466583,0.11157285422086716,-0.2843543291091919,0.8200714588165283,0.09098676592111588,0.10050438344478607,-0.2748264968395233,0.6507437825202942,0.22629743814468384,0.046329401433467865
95,good_rep,0.6513683199882507,0.5963618159294128,-0.22646349668502808,0.9996187090873718,0.6739314198493958,0.6172109246253967,-0.21679829061031342,0.9997228980064392,0.6769200563430786,0.6346647143363953,-0.2168227881193161,0.9997256994247437,0.678826630115509,0.6506888270378113,-0.2170110046863556,0.9996928572654724,0.6690836548805237,0.5755629539489746,-0.2022184580564499,0.9996709227561951,0.6682719588279724,0.5640591979026794,-0.20212022960186005,0.9995785355567932,0.6676471829414368,0.5521965622901917,-0.2024124562740326,0.9995826482772827,0.6677277684211731,0.688816487789154,-0.09557180106639862,0.9997639656066895,0.6558936834335327,0.5515671372413635,-0.04242445155978203,0.9996850490570068,0.6358725428581238,0.6401152610778809,-0.18672411143779755,0.9997348785400391,0.6300188899040222,0.5882336497306824,-0.16530364751815796,0.9996448159217834,0.5672112107276917,0.8419532775878906,-0.05707573518157005,0.9983946084976196,0.5361260771751404,0.47769638895988464,0.025694383308291435,0.9989799857139587,0.46418631076812744,0.9793474078178406,-0.20789584517478943,0.9874014258384705,0.49288758635520935,0.17704394459724426,-0.17713983356952667,0.9601725935935974,0.5859721302986145,0.6948913931846619,-0.27794402837753296,0.9928800463676453,0.6466788649559021,0.2367461919784546,-0.3298235535621643,0.9872007369995117,0.627702534198761,0.6404137015342712,-0.30836522579193115,0.9849640130996704,0.6834337711334229,0.2515237033367157,-0.36651474237442017,0.9753323793411255,0.6427899599075317,0.6295697093009949,-0.2464715987443924,0.9830697178840637,0.6823244690895081,0.2953748404979706,-0.29281744360923767,0.9728808403015137,0.6289675235748291,0.6323643326759338,-0.2534235417842865,0.978821337223053,0.6691110730171204,0.30856114625930786,-0.3103666305541992,0.9719117283821106,0.20408877730369568,0.8862529993057251,-0.009112137369811535,0.990920901298523,0.19247747957706451,0.670841634273529,0.009549214504659176,0.9920691847801208,-0.02390412800014019,0.8509244322776794,0.005685414187610149,0.7699804902076721,-0.03405480459332466,0.6290453672409058,0.07458071410655975,0.6230661273002625,-0.19248723983764648,0.8280142545700073,0.2646388113498688,0.20321139693260193,-0.20417745411396027,0.6699318885803223,0.28613823652267456,0.10693128407001495,-0.20923416316509247,0.838001549243927,0.28570786118507385,0.1834578961133957,-0.22418931126594543,0.6886199116706848,0.3039607107639313,0.1126365065574646,-0.2850540280342102,0.8125975728034973,0.15006226301193237,0.1024872437119484,-0.2880758047103882,0.6655657887458801,0.15391021966934204,0.048051342368125916
96,good_rep,0.6523261666297913,0.5962843298912048,-0.2261338084936142,0.9996529817581177,0.674302875995636,0.6173901557922363,-0.2114683836698532,0.999742865562439,0.6768271327018738,0.6349841952323914,-0.21148940920829773,0.9997443556785583,0.6786280274391174,0.6507282257080078,-0.21170003712177277,0.9997143149375916,0.6704849600791931,0.5753639936447144,-0.20127640664577484,0.999697744846344,0.6698572635650635,0.5627140402793884,-0.20119769871234894,0.9996136426925659,0.6692542433738708,0.5498359203338623,-0.2014961540699005,0.9996193051338196,0.6677324175834656,0.6872836351394653,-0.08600373566150665,0.9997783899307251,0.6569691300392151,0.5462287068367004,-0.044976867735385895,0.9997144341468811,0.636290967464447,0.6401598453521729,-0.181202232837677,0.9997572898864746,0.6312700510025024,0.5876080989837646,-0.16720393300056458,0.9996786713600159,0.5671983361244202,0.8410435914993286,-0.04727364331483841,0.9984732270240784,0.538456380367279,0.4740282893180847,0.026118559762835503,0.9990561008453369,0.4638594388961792,0.977566659450531,-0.19546253979206085,0.9884645938873291,0.4950691759586334,0.18015561997890472,-0.19884413480758667,0.9641276597976685,0.5901581645011902,0.7004459500312805,-0.27488651871681213,0.9932031035423279,0.6482465863227844,0.2314738780260086,-0.3744218051433563,0.9881777763366699,0.6333375573158264,0.6478440761566162,-0.30980750918388367,0.9852754473686218,0.6836827397346497,0.2433076649904251,-0.4155140817165375,0.9763321280479431,0.6460034251213074,0.6332863569259644,-0.2518923878669739,0.9833109378814697,0.6836929321289062,0.2918497622013092,-0.35035327076911926,0.973750114440918,0.6307581663131714,0.637608528137207,-0.25321778655052185,0.9790418148040771,0.6701784133911133,0.30571067333221436,-0.35848453640937805,0.9728019833564758,0.20588846504688263,0.8838277459144592,-0.0052231173031032085,0.9911869764328003,0.19311781227588654,0.6715415716171265,0.00568824727088213,0.9924119710922241,-0.02287311479449272,0.851784884929657,0.01119125448167324,0.782030463218689,-0.031609173864126205,0.6408106684684753,0.06507328152656555,0.6458243131637573,-0.19358058273792267,0.8359537720680237,0.262439489364624,0.21250444650650024,-0.20455814898014069,0.6954347491264343,0.2438438981771469,0.11609300971031189,-0.21053177118301392,0.8363382816314697,0.2817445993423462,0.189285010099411,-0.22475787997245789,0.7117466926574707,0.25776320695877075,0.11785101890563965,-0.28469640016555786,0.8322281837463379,0.1485702246427536,0.10641258209943771,-0.2880994379520416,0.7038878202438354,0.10856185853481293,0.051708754152059555
98,good_rep,0.6525164246559143,0.5918747186660767,-0.22795897722244263,0.9997084140777588,0.674488365650177,0.6165647506713867,-0.217575341463089,0.9997705817222595,0.676620602607727,0.634164571762085,-0.2175830900669098,0.9997697472572327,0.678003191947937,0.6496829986572266,-0.21778233349323273,0.999744176864624,0.670825183391571,0.5709955096244812,-0.20241117477416992,0.9997379183769226,0.6702632308006287,0.5566993355751038,-0.20233120024204254,0.999666154384613,0.6697466373443604,0.5429350733757019,-0.20264604687690735,0.9996764659881592,0.6677759289741516,0.6846086382865906,-0.10830521583557129,0.9997971653938293,0.6577857732772827,0.5398721694946289,-0.042084239423274994,0.9997621774673462,0.6362090706825256,0.6381931900978088,-0.18689700961112976,0.9997934103012085,0.6316179633140564,0.5828018188476562,-0.1673058420419693,0.9997351169586182,0.566921591758728,0.8446877002716064,-0.07105779647827148,0.9985275268554688,0.54083651304245,0.4722568094730377,0.026848625391721725,0.9991728067398071,0.4634193778038025,0.97081458568573,-0.2197336107492447,0.9901953339576721,0.504220724105835,0.1797540932893753,-0.19400091469287872,0.9708787798881531,0.5916617512702942,0.6981837749481201,-0.2847702205181122,0.9935713410377502,0.6552237272262573,0.23523247241973877,-0.353613018989563,0.9897472858428955,0.6361234784126282,0.6439919471740723,-0.31475889682769775,0.9853971004486084,0.6896886229515076,0.24036990106105804,-0.3910582363605499,0.977592408657074,0.6493710279464722,0.6329129338264465,-0.25794267654418945,0.9831966757774353,0.6884382963180542,0.2924651801586151,-0.32455340027809143,0.9746561050415039,0.6331389546394348,0.6387479901313782,-0.26219332218170166,0.9787797331809998,0.6739723086357117,0.30798330903053284,-0.337533175945282,0.9737867116928101,0.20634649693965912,0.8731657266616821,-0.008006987161934376,0.9919542670249939,0.195275217294693,0.6603814363479614,0.008440036326646805,0.9932687282562256,-0.017903659492731094,0.8408561944961548,0.011924665421247482,0.8078928589820862,-0.029984289780259132,0.6353597044944763,0.07967018336057663,0.6913504600524902,-0.18575112521648407,0.8211860656738281,0.2626006007194519,0.24779720604419708,-0.19804470241069794,0.6858648061752319,0.298495888710022,0.13662022352218628,-0.20183661580085754,0.8143730163574219,0.2814858555793762,0.21155185997486115,-0.21770396828651428,0.7073785066604614,0.31754937767982483,0.12622208893299103,-0.27760612964630127,0.8232789635658264,0.15823441743850708,0.12478389590978622,-0.28231632709503174,0.6800558567047119,0.1771305352449417,0.05989917367696762
